,IMDB ID,Title,Director,Actor,Year,Box Office,Rating,IMDB Rating,IMDB Votes,Metascore
175,tt1632708,Friends with Benefits,Will Gluck,Justin Timberlake,2011,"$55,802,754",R,6.5,"329,574",63
176,tt0964517,The Fighter,David O. Russell,Mark Wahlberg,2010,"$93,571,803",R,7.8,"328,998",79
177,tt2381249,Mission: Impossible - Rogue Nation,Christopher McQuarrie,Tom Cruise,2015,"$154,979,949",PG-13,7.4,"328,058",75
178,tt1065073,Boyhood,Richard Linklater,Ellar Coltrane,2014,"$18,859,617",R,7.9,"326,069",100
179,tt1409024,Men in Black 3,Barry Sonnenfeld,Will Smith,2012,"$179,020,854",PG-13,6.8,"325,268",58
180,tt6966692,Green Book,Peter Farrelly,Viggo Mortensen,2018,N/A,PG-13,8.2,"314,419",69
181,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,J.J. Abrams,Carrie Fisher,2019,N/A,PG-13,6.7,"318,227",53
182,tt0455944,The Equalizer,Antoine Fuqua,Denzel Washington,2014,"$85,212,969",R,7.2,"318,500",57
183,tt1320253,The Expendables,Sylvester Stallone,Sylvester Stallone,2010,"$102,981,571",R,6.5,"317,958",45
184,tt4633694,Spider-Man: Into the Spider-Verse,Bob Persichetti,Shameik Moore,2018,N/A,PG,8.4,"311,747",87
185,tt1490017,The Lego Movie,Christopher Miller,Will Arnett,2014,"$244,870,202",PG,7.7,"315,571",83
186,tt1907668,Flight,Robert Zemeckis,Nadine Velazquez,2012,"$89,400,000",R,7.3,"315,172",76
187,tt1231583,Due Date,Todd Phillips,Robert Downey Jr.,2010,"$100,448,498",R,6.5,"314,859",51
188,tt1453405,Monsters University,Dan Scanlon,Billy Crystal,2013,"$260,300,000",G,7.3,"308,588",65
189,tt1306980,50/50,Jonathan Levine,Joseph Gordon-Levitt,2011,"$35,005,118",R,7.6,"308,231",72
190,tt1517451,A Star Is Born,Bradley Cooper,Lady Gaga,2018,N/A,R,7.7,"307,753",88
191,tt8579674,1917,Sam Mendes,Dean-Charles Chapman,2019,N/A,R,8.3,"306,090",78
192,tt1748122,Moonrise Kingdom,Wes Anderson,Bruce Willis,2012,"$45,507,865",PG-13,7.8,"305,545",84
193,tt1104001,TRON: Legacy,Joseph Kosinski,Jeff Bridges,2010,"$172,051,787",PG,6.8,"306,175",49
194,tt2283362,Jumanji: Welcome to the Jungle,Jake Kasdan,Dwayne Johnson,2017,"$393,201,353",PG-13,6.9,"297,049",58
195,tt8946378,Knives Out,Rian Johnson,Daniel Craig,2019,N/A,PG-13,7.9,"281,915",82
196,tt1403865,True Grit,Ethan Coen,Jeff Bridges,2010,"$171,031,347",PG-13,7.6,"296,875",80
197,tt1707386,Les Misérables,Tom Hooper,Hugh Jackman,2012,"$148,775,460",PG-13,7.6,"298,267",63
198,tt2788710,The Interview,Evan Goldberg,James Franco,2014,"$4,551,688",R,6.5,"297,162",52
199,tt0790724,Jack Reacher,Christopher McQuarrie,Tom Cruise,2012,"$80,033,643",PG-13,7.0,"297,450",50
200,tt0970179,Hugo,Martin Scorsese,Ben Kingsley,2011,"$73,820,094",PG,7.5,"294,917",83
201,tt1646971,How to Train Your Dragon 2,Dean DeBlois,Jay Baruchel,2014,"$147,065,544",PG,7.8,"293,080",76
202,tt2109248,Transformers: Age of Extinction,Michael Bay,Mark Wahlberg,2014,"$206,755,538",PG-13,5.6,"291,884",32
203,tt0433035,Real Steel,Shawn Levy,Hugh Jackman,2011,"$85,463,309",PG-13,7.1,"290,010",56
204,tt2322441,Fifty Shades of Grey,Sam Taylor-Johnson,Dakota Johnson,2015,N/A,R,4.1,"289,209",46
205,tt6320628,Spider-Man: Far from Home,Jon Watts,Tom Holland,2019,N/A,PG-13,7.5,"279,844",69
206,tt0944835,Salt,Phillip Noyce,Angelina Jolie,2010,"$118,311,368",PG-13,6.4,"287,589",65
207,tt1302006,The Irishman,Martin Scorsese,Robert De Niro,2019,N/A,R,7.9,"285,304",94
208,tt5095030,Ant-Man and the Wasp,Peyton Reed,Paul Rudd,2018,N/A,PG-13,7.1,"286,033",70
209,tt1764651,The Expendables 2,Simon West,Sylvester Stallone,2012,"$85,017,401",R,6.6,"285,396",51
210,tt0359950,The Secret Life of Walter Mitty,Ben Stiller,Ben Stiller,2013,"$33,223,430",PG,7.3,"284,080",54
211,tt1706620,Snowpiercer,Bong Joon Ho,Chris Evans,2013,"$2,786,828",R,7.1,"279,565",84
212,tt1037705,The Book of Eli,Albert Hughes,Denzel Washington,2010,"$94,800,000",R,6.9,"283,985",53
213,tt1951261,The Hangover Part III,Todd Phillips,Bradley Cooper,2013,"$112,200,000",R,5.8,"283,880",30
214,tt2194499,About Time,Richard Curtis,Domhnall Gleeson,2013,"$18,472,384",R,7.8,"281,984",55
215,tt1397280,Taken 2,Olivier Megaton,Liam Neeson,2012,"$139,852,115",PG-13,6.3,"282,456",45
216,tt1245526,RED,Robert Schwentke,Bruce Willis,2010,"$88,900,000",PG-13,7.0,"280,530",60
217,tt1179933,10 Cloverfield Lane,Dan Trachtenberg,John Goodman,2016,"$59,481,553",PG-13,7.2,"277,223",76
218,tt1194173,The Bourne Legacy,Tony Gilroy,Jeremy Renner,2012,"$113,165,635",PG-13,6.7,"277,242",61
219,tt2004420,Neighbors,Nicholas Stoller,Seth Rogen,2014,"$134,413,041",R,6.3,"276,477",68
220,tt3682448,Bridge of Spies,Steven Spielberg,Mark Rylance,2015,N/A,PG-13,7.6,"276,130",81
221,tt1253863,300: Rise of an Empire,Noam Murro,Sullivan Stapleton,2014,"$91,024,535",R,6.2,"273,300",48
222,tt1951266,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,Jennifer Lawrence,2015,N/A,PG-13,6.5,"270,192",65
223,tt4912910,Mission: Impossible - Fallout,Christopher McQuarrie,Tom Cruise,2018,N/A,PG-13,7.7,"268,724",86
224,tt3778644,Solo: A Star Wars Story,Ron Howard,Alden Ehrenreich,2018,N/A,PG-13,6.9,"269,675",62
225,tt1591095,Insidious,James Wan,Patrick Wilson,2010,"$53,700,000",PG-13,6.8,"267,514",52
226,tt1981677,Pitch Perfect,Jason Moore,Anna Kendrick,2012,"$61,100,000",PG-13,7.2,"267,445",66
227,tt1735898,Snow White and the Huntsman,Rupert Sanders,Kristen Stewart,2012,"$155,081,785",PG-13,6.1,"266,071",57
228,tt0473075,Prince of Persia: The Sands of Time,Mike Newell,Jake Gyllenhaal,2010,"$90,755,643",PG-13,6.6,"263,143",50
229,tt1598778,Contagion,Steven Soderbergh,Gwyneth Paltrow,2011,"$75,638,743",PG-13,6.7,"262,077",70
230,tt0800320,Clash of the Titans,Louis Leterrier,Sam Worthington,2010,"$163,100,000",PG-13,5.8,"264,525",39
231,tt1645170,The Dictator,Larry Charles,Sacha Baron Cohen,2012,"$57,700,000",R,6.4,"262,728",58
232,tt2106476,The Hunt,Thomas Vinterberg,Mads Mikkelsen,2012,"$610,968",R,8.3,"261,321",77
233,tt2798920,Annihilation,Alex Garland,Natalie Portman,2018,N/A,R,6.9,"260,188",79
234,tt3799694,The Nice Guys,Shane Black,Russell Crowe,2016,"$32,261,515",R,7.4,"259,792",70
235,tt1790885,Zero Dark Thirty,Kathryn Bigelow,Jason Clarke,2012,"$95,720,716",R,7.4,"261,273",95
